"X","Y","Z"
2680734,1247853.63,417.53
2680734.1,1247852.33,419.54
2680734.05,1247852.62,418.77
2680733.98,1247852.97,417.81
2680733.94,1247853.18,417.2
2680734.14,1247851.4,420.66
2680733.93,1247852.55,417.53
2680734.06,1247851,420.18
2680733.8,1247852.5,416.05
2680733.46,1247852.15,412.31
2680733.43,1247851.62,412.3
2680733.39,1247851.09,412.32
2680733.33,1247849.97,412.3
2680733.29,1247849.37,412.32
2680733.26,1247848.83,412.36
2680733.23,1247848.24,412.32
2680733.19,1247847.72,412.33
2680733.16,1247847.15,412.36
2680733.12,1247846.63,412.38
2680733.81,1247853.71,412.3
2680734.27,1247850.33,419.92
2680733.71,1247851.99,412.3
2680733.68,1247851.4,412.32
2680733.64,1247850.86,412.3
2680733.6,1247850.33,412.32
2680733.55,1247849.22,412.33
2680733.51,1247848.6,412.35
2680733.48,1247848.09,412.33
2680733.45,1247847.48,412.37
2680733.41,1247846.97,412.35
2680733.37,1247846.4,412.36
2680735.03,1247856.45,424.43
2680734.85,1247856,422.61
2680734.79,1247856.3,421.8
2680734.76,1247855.77,421.72
2680734.7,1247856.05,420.94
2680734.62,1247856.51,419.7
2680734.71,1247855.29,421.54
2680734.66,1247853.37,422.29
2680734.58,1247853.82,421.07
2680734.62,1247852.77,422.3
2680734.55,1247853.21,421.09
2680733.98,1247856.43,412.3
2680734.58,1247852.26,422.28
2680734.47,1247852.98,420.31
2680734.35,1247853.61,418.6
2680733.95,1247855.9,412.31
2680734.51,1247851.9,421.6
2680734.37,1247852.65,419.56
2680734.29,1247853.16,418.17
2680733.91,1247855.31,412.3
2680734.21,1247852.91,417.41
2680734.17,1247853.14,416.81
2680733.87,1247854.79,412.3
2680734.37,1247851.26,420.45
2680734.14,1247852.55,416.91
2680734.08,1247852.93,415.84
2680734.31,1247850.93,419.91
2680735.15,1247852.22,423.06
2680735.08,1247852.56,422.15
2680735.03,1247852.9,421.21
2680734.96,1247853.29,420.15
2680734.71,1247854.73,416.2
2680734.46,1247856.15,412.35
2680735.03,1247852.1,421.8
2680734.95,1247852.57,420.51
2680734.77,1247853.59,417.72
2680734.99,1247851.65,421.57
2680734.81,1247852.58,419.05
2680734.71,1247853.22,417.28
2680734.39,1247855.04,412.31
2680734.89,1247851.43,420.57
2680734.68,1247852.62,417.34
2680734.6,1247853.04,416.18
2680734.35,1247854.46,412.3
2680734.81,1247851.1,420.03
2680734.6,1247852.31,416.71
2680734.31,1247853.9,412.34
2680734.81,1247850.38,420.51
2680734.5,1247852.15,415.62
2680734.28,1247853.37,412.31
2680734.25,1247852.83,412.32
2680734.62,1247850.02,418.45
2680734.22,1247852.25,412.3
2680734.56,1247849.58,418.07
2680734.18,1247851.66,412.32
2680734.12,1247850.55,412.3
2680734.08,1247850.01,412.31
2680734.05,1247849.47,412.3
2680734.02,1247848.91,412.32
2680733.99,1247848.33,412.36
2680733.95,1247847.75,412.36
2680733.92,1247847.21,412.37
2680733.87,1247846.63,412.34
2680735.72,1247856.43,426.63
2680735.51,1247856.15,424.48
2680735.46,1247856.45,423.69
2680735.43,1247855.82,423.83
2680735.33,1247856.39,422.28
2680735.27,1247855.99,421.8
2680735.25,1247855.37,422.01
2680735.21,1247855.59,421.43
2680735.19,1247855.73,421.05
2680735.06,1247856.45,419.09
2680734.99,1247856.09,418.5
2680734.92,1247856.45,417.51
2680734.85,1247856.08,417.05
2680735.3,1247852.9,424.26
2680735.16,1247852.96,422.64
2680735.1,1247853.25,421.84
2680734.85,1247854.73,417.8
2680736,1247852.45,424.33
2680735.96,1247852.67,423.71
2680735.9,1247853.01,422.79
2680735.78,1247853.72,420.87
2680735.37,1247856.04,414.54
2680736.02,1247851.68,424.99
2680735.95,1247852.04,424.02
2680735.83,1247852.7,422.22
2680735.19,1247856.32,412.34
2680735.81,1247852.09,422.36
2680735.73,1247852.53,421.17
2680735.67,1247852.89,420.19
2680735.16,1247855.77,412.32
2680735.68,1247852.1,420.79
2680735.46,1247853.3,417.51
2680735.12,1247855.17,412.37
2680735.64,1247851.54,420.71
2680735.44,1247852.62,417.74
2680735.39,1247852.9,416.96
2680735.08,1247854.59,412.35
2680735.58,1247851.09,420.53
2680735.33,1247852.59,416.41
2680735.18,1247853.39,414.2
2680735.06,1247854.08,412.33
2680735.56,1247850.5,420.51
2680735.23,1247852.31,415.53
2680735.02,1247853.48,412.32
2680735.44,1247850.47,419.17
2680734.99,1247852.96,412.31
2680735.45,1247849.65,419.91
2680735.37,1247850.05,418.81
2680734.96,1247852.4,412.31
2680735.39,1247849.3,419.42
2680735.33,1247849.6,418.61
2680734.93,1247851.88,412.33
2680735.31,1247848.95,418.73
2680734.89,1247851.27,412.31
2680735.28,1247848.38,418.78
2680735.18,1247848.9,417.34
2680734.85,1247850.71,412.31
2680734.81,1247850.15,412.31
2680734.79,1247849.6,412.31
2680734.76,1247849.03,412.32
2680734.73,1247848.51,412.33
2680734.69,1247847.96,412.32
2680734.66,1247847.37,412.39
2680734.62,1247846.79,412.33
2680736.33,1247856.45,425.45
2680736.2,1247856.57,423.72
2680736.12,1247856.29,422.96
2680735.83,1247856.38,419.7
2680735.85,1247855.56,420.4
2680736.02,1247853.84,423.56
2680735.89,1247854.59,421.53
2680735.79,1247855.15,420.01
2680736.05,1247852.93,424.48
2680735.98,1247853.33,423.41
2680735.81,1247854.2,421.04
2680735.72,1247854.82,419.38
2680735.66,1247849.14,419.89
2680735.6,1247849.4,419.15
2680735.56,1247849.68,418.36
2680735.17,1247851.87,412.35
2680735.58,1247848.81,419.29
2680735.55,1247849.01,418.74
2680735.12,1247851.33,412.33
2680735.51,1247848.54,418.58
2680735.42,1247849.06,417.14
2680735.1,1247850.81,412.31
2680735.49,1247847.85,418.85
2680735.06,1247850.21,412.31
2680735.03,1247849.64,412.31
2680735,1247849.1,412.32
2680734.97,1247848.53,412.31
2680734.93,1247847.96,412.34
2680734.9,1247847.43,412.33
2680734.87,1247846.89,412.34
2680736.35,1247856.33,422.9
2680736.1,1247856.33,419.96
2680736.3,1247854.47,423.6
2680736.08,1247855.7,420.28
2680736.26,1247853.93,423.47
2680736.12,1247854.64,421.55
2680736.03,1247855.23,419.94
2680736.29,1247852.99,424.48
2680736.2,1247853.47,423.17
2680736.06,1247854.26,421.04
2680735.96,1247854.87,419.37
2680736.24,1247852.53,424.22
2680736.16,1247853,422.94
2680736.03,1247853.74,420.92
2680735.85,1247854.75,418.17
2680736.21,1247851.97,424.22
2680736.15,1247852.28,423.38
2680736.08,1247852.65,422.34
2680735.58,1247855.45,414.74
2680735.43,1247856.34,412.3
2680736.1,1247851.79,423.24
2680735.99,1247852.46,421.41
2680735.91,1247852.89,420.23
2680735.77,1247853.73,417.94
2680735.54,1247854.99,414.49
2680735.4,1247855.78,412.35
2680735.91,1247852.23,420.6
2680735.7,1247853.36,417.49
2680735.37,1247855.23,412.39
2680735.87,1247851.64,420.67
2680735.66,1247852.87,417.32
2680735.44,1247854.08,413.99
2680735.33,1247854.7,412.31
2680735.83,1247851.13,420.55
2680735.55,1247852.72,416.18
2680735.42,1247853.48,414.11
2680735.3,1247854.13,412.32
2680735.81,1247850.46,420.77
2680735.47,1247852.39,415.48
2680735.27,1247853.53,412.34
2680735.68,1247850.53,419.15
2680735.23,1247853.01,412.31
2680735.7,1247849.6,420.06
2680735.62,1247850.03,418.85
2680735.2,1247852.4,412.33
2680735.85,1247848.33,418.42
2680735.79,1247848.72,417.36
2680735.46,1247850.53,412.33
2680735.78,1247848.01,417.81
2680735.42,1247849.99,412.32
2680735.39,1247849.42,412.3
2680735.35,1247848.84,412.31
2680735.31,1247848.29,412.33
2680735.29,1247847.7,412.32
2680735.26,1247847.17,412.34
2680735.22,1247846.63,412.34
2680736.77,1247856.49,423.36
2680736.69,1247856.22,422.6
2680736.74,1247855.2,423.81
2680736.67,1247855.56,422.82
2680736.51,1247856.51,420.26
2680736.68,1247854.79,423.44
2680736.47,1247855.98,420.22
2680736.43,1247855.49,420.13
2680736.62,1247853.67,423.57
2680736.56,1247854.04,422.58
2680736.48,1247854.46,421.42
2680736.4,1247854.96,420.07
2680736.62,1247852.87,424.2
2680736.54,1247853.37,422.83
2680736.26,1247854.98,418.46
2680736.08,1247855.93,415.84
2680736.65,1247851.98,425.03
2680736.56,1247852.46,423.71
2680736.56,1247851.78,424.15
2680736.49,1247852.15,423.11
2680736.35,1247852.91,421.03
2680736.4,1247851.89,422.24
2680736.28,1247852.55,420.43
2680736.19,1247853.06,419.05
2680736.08,1247853.65,417.43
2680736.35,1247851.43,422.03
2680736.27,1247851.93,420.66
2680736.08,1247853,417.75
2680735.81,1247854.46,413.75
2680735.72,1247854.98,412.34
2680736.19,1247851.63,420
2680735.79,1247853.84,413.94
2680735.69,1247854.42,412.31
2680736.2,1247850.88,420.64
2680736.16,1247851.12,419.97
2680735.75,1247853.39,413.76
2680735.66,1247853.9,412.32
2680736.19,1247850.15,421.02
2680736.04,1247850.96,418.79
2680735.62,1247853.31,412.33
2680736.05,1247850.15,419.41
2680735.58,1247852.73,412.33
2680736.06,1247849.3,420.27
2680735.98,1247849.83,418.82
2680735.56,1247852.17,412.33
2680735.95,1247849.22,418.96
2680735.83,1247849.91,417
2680735.52,1247851.61,412.35
2680735.9,1247848.79,418.62
2680735.83,1247849.17,417.54
2680735.49,1247851.07,412.32
2680737.7,1247856.22,427.64
2680737.62,1247856.61,426.57
2680737.56,1247856.25,426.09
2680737.4,1247855.7,424.56
2680737.31,1247856.14,423.36
2680737.35,1247855.26,424.22
2680737.26,1247855.73,422.93
2680737.12,1247856.52,420.8
2680737.31,1247854.68,424.29
2680737.03,1247855.57,420.33
2680736.93,1247856.09,418.92
2680737.24,1247853.6,424.19
2680736.97,1247855.14,420.01
2680737.25,1247852.87,424.75
2680737.15,1247853.43,423.21
2680737.21,1247852.37,424.66
2680737.08,1247853.13,422.59
2680736.94,1247853.9,420.46
2680737.17,1247851.85,424.5
2680737.1,1247852.23,423.46
2680736.62,1247854.88,416.24
2680736.37,1247856.31,412.32
2680737.05,1247851.68,423.33
2680736.99,1247852.08,422.28
2680736.89,1247852.6,420.84
2680736.69,1247853.74,417.72
2680737.03,1247851.11,423.49
2680736.95,1247851.58,422.22
2680736.85,1247852.14,420.66
2680736.72,1247852.86,418.71
2680736.48,1247854.21,415.02
2680736.31,1247855.17,412.36
2680736.87,1247851.22,421.58
2680736.77,1247851.79,420.04
2680736.65,1247852.5,418.09
2680736.43,1247853.74,414.68
2680736.27,1247854.6,412.34
2680736.92,1247850.26,422.75
2680736.75,1247851.2,420.19
2680736.64,1247851.8,418.54
2680736.37,1247853.26,414.53
2680736.24,1247854.07,412.32
2680736.75,1247850.5,420.6
2680736.64,1247851.12,418.89
2680736.45,1247852.16,416.03
2680736.35,1247852.72,414.5
2680736.3,1247853.02,413.68
2680736.21,1247853.52,412.31
2680736.75,1247849.75,421.23
2680736.71,1247850.02,420.48
2680736.66,1247850.3,419.71
2680736.18,1247852.98,412.34
2680736.62,1247849.68,419.8
2680736.56,1247850.08,418.7
2680736.14,1247852.39,412.34
2680736.62,1247848.91,420.32
2680736.56,1247849.25,419.42
2680736.5,1247849.65,418.29
2680736.1,1247851.81,412.34
2680736.48,1247849,418.59
2680736.35,1247849.65,416.76
2680736.06,1247851.25,412.36
2680736.31,1247849.14,416.64
2680736.04,1247850.68,412.34
2680736.33,1247848.37,417.27
2680736,1247850.15,412.32
2680735.97,1247849.62,412.34
2680735.94,1247849.08,412.31
2680735.91,1247848.5,412.33
2680735.87,1247847.9,412.33
2680735.83,1247847.38,412.34
2680735.8,1247846.78,412.34
2680736.53,1247848.7,412.31
2680736.5,1247848.15,412.33
2680736.46,1247847.58,412.33
2680736.43,1247846.99,412.3
2680736.4,1247846.46,412.3
2680738.42,1247856.58,428.59
2680738.37,1247856.13,428.41
2680738.33,1247855.56,428.36
2680738.25,1247856.04,427.07
2680738.18,1247856.46,425.93
2680738.14,1247855.93,425.91
2680738.05,1247856.49,424.44
2680737.95,1247855.62,423.88
2680737.98,1247854.62,424.98
2680737.9,1247855.09,423.72
2680737.92,1247854.21,424.56
2680737.56,1247856.22,419.1
2680737.83,1247853.97,423.73
2680737.6,1247855.31,420.09
2680737.53,1247855.72,418.95
2680737.4,1247856.45,416.97
2680737.83,1247853.16,424.35
2680737.64,1247854.3,421.27
2680737.77,1247852.86,423.71
2680737.72,1247853.12,423.01
2680737.3,1247855.53,416.44
2680737.23,1247855.9,415.4
2680737.77,1247852.15,424.19
2680737.72,1247852.43,423.44
2680737.62,1247852.92,422.1
2680737.52,1247853.59,420.31
2680737.7,1247851.82,423.62
2680737.64,1247852.13,422.78
2680737.6,1247852.39,422.06
2680737.49,1247853.02,420.35
2680737.33,1247853.85,418.08
2680736.97,1247855.95,412.34
2680737.67,1247851.21,423.74
2680737.58,1247851.66,422.49
2680737.48,1247852.3,420.76
2680736.93,1247855.38,412.35
2680737.62,1247850.7,423.55
2680737.41,1247851.92,420.17
2680737.27,1247852.66,418.14
2680737.08,1247853.73,415.23
2680736.9,1247854.79,412.33
2680737.56,1247850.32,423.15
2680737.33,1247851.63,419.56
2680737.03,1247853.35,414.83
2680736.87,1247854.26,412.34
2680737.47,1247850.09,422.15
2680737.33,1247850.8,420.21
2680737.1,1247852.1,416.61
2680737.03,1247852.51,415.49
2680736.95,1247852.99,414.19
2680736.83,1247853.65,412.36
2680737.4,1247849.75,421.64
2680737.28,1247850.42,419.77
2680737.05,1247851.7,416.28
2680736.8,1247853.11,412.4
2680737.35,1247849.32,421.34
2680737.29,1247849.65,420.39
2680736.99,1247851.32,415.83
2680736.77,1247852.58,412.35
2680737.33,1247848.65,421.72
2680737.25,1247849.21,420.2
2680736.92,1247851.01,415.23
2680736.73,1247852.05,412.35
2680737.28,1247848.2,421.34
2680737.24,1247848.42,420.69
2680737.19,1247848.73,419.87
2680737.08,1247849.34,418.18
2680736.85,1247850.6,414.7
2680736.7,1247851.45,412.37
2680737.35,1247847.07,422.91
2680737.22,1247847.8,420.88
2680737.16,1247848.14,419.94
2680736.66,1247850.89,412.33
2680737.18,1247847.29,420.81
2680736.9,1247848.88,416.4
2680736.62,1247850.35,412.32
2680736.58,1247849.79,412.3
2680736.56,1247849.23,412.3
2680737.6,1247847.17,422.9
2680737.44,1247848.07,420.45
2680737.28,1247848.96,417.98
2680736.91,1247851,412.34
2680737.42,1247847.38,420.71
2680736.87,1247850.4,412.34
2680737.35,1247846.93,420.34
2680736.83,1247849.84,412.31
2680736.8,1247849.3,412.31
2680736.77,1247848.72,412.33
2680736.74,1247848.15,412.34
2680736.7,1247847.64,412.32
2680736.67,1247847.1,412.32
2680736.64,1247846.53,412.3
2680738.7,1247856.46,429.22
2680738.62,1247856.16,428.47
2680738.56,1247855.67,428.2
2680738.49,1247856.1,427.07
2680738.23,1247854.65,425.08
2680738.14,1247855.17,423.63
2680738.27,1247853.71,426.18
2680738.17,1247854.28,424.66
2680738.12,1247854.5,424.05
2680738.06,1247854.06,423.66
2680737.77,1247855.82,418.89
2680737.65,1247856.5,417.05
2680738.14,1247852.96,425.11
2680738.08,1247853.18,424.48
2680737.89,1247854.33,421.39
2680737.98,1247853.08,423.27
2680737.49,1247855.87,415.67
2680738.01,1247852.18,424.16
2680737.93,1247852.62,422.98
2680737.76,1247853.59,420.33
2680737.52,1247854.91,416.7
2680737.24,1247856.52,412.35
2680737.98,1247851.61,424.27
2680737.91,1247852.01,423.18
2680737.81,1247852.5,421.84
2680737.73,1247853.05,420.35
2680737.58,1247853.86,418.11
2680737.48,1247854.4,416.62
2680737.21,1247855.96,412.38
2680737.95,1247851.06,424.35
2680737.91,1247851.32,423.62
2680737.56,1247853.26,418.31
2680737.46,1247853.81,416.82
2680737.4,1247854.15,415.89
2680737.17,1247855.45,412.34
2680737.87,1247850.74,423.71
2680737.64,1247852.07,420.08
2680737.33,1247853.81,415.31
2680737.14,1247854.9,412.32
2680737.87,1247850.07,424
2680737.81,1247850.4,423.09
2680737.58,1247851.67,419.56
2680737.1,1247854.31,412.35
2680737.72,1247850.08,422.38
2680737.6,1247850.75,420.52
2680737.35,1247852.14,416.7
2680737.27,1247852.62,415.4
2680737.06,1247853.72,412.38
2680737.65,1247849.8,421.68
2680737.56,1247850.32,420.25
2680737.48,1247850.76,419.06
2680737.29,1247851.82,416.14
2680737.04,1247853.16,412.41
2680737.64,1247849.08,422.05
2680737.58,1247849.32,421.38
2680737.53,1247849.65,420.46
2680737.23,1247851.34,415.83
2680737,1247852.6,412.35
2680737.6,1247848.53,422.09
2680737.5,1247849.13,420.43
2680737.17,1247850.98,415.34
2680736.97,1247852.05,412.39
2680737.53,1247848.25,421.4
2680737.49,1247848.45,420.84
2680737.31,1247849.47,418.02
2680736.94,1247851.52,412.37
2680739.04,1247855.91,428.33
2680738.92,1247856.61,426.48
2680739,1247855.38,428.28
2680738.9,1247855.95,426.75
2680738.7,1247856.33,424.13
2680738.69,1247855.67,424.48
2680738.65,1247855.08,424.48
2680738.56,1247855.52,423.3
2680738.45,1247856.22,421.39
2680738.76,1247853.76,426.64
2680738.72,1247854,425.98
2680738.56,1247854.89,423.58
2680738.65,1247853.65,425.47
2680738.56,1247854.1,424.25
2680738.45,1247854.12,422.78
2680738.29,1247854.98,420.45
2680738.24,1247855.29,419.58
2680738.06,1247856.28,416.91
2680738.49,1247853.07,424.01
2680738.43,1247853.39,423.13
2680738.22,1247854.59,419.86
2680738.44,1247852.61,423.71
2680738.33,1247853.18,422.15
2680738.22,1247853.81,420.45
2680738.08,1247854.62,418.25
2680737.97,1247855.25,416.51
2680738.47,1247851.66,424.8
2680738.44,1247851.85,424.29
2680738.31,1247852.55,422.4
2680738.14,1247853.53,419.72
2680738.03,1247854.15,418.02
2680737.67,1247856.21,412.4
2680738.4,1247851.35,424.13
2680738.22,1247852.35,421.39
2680738.12,1247852.92,419.83
2680737.95,1247853.86,417.27
2680737.62,1247855.66,412.34
2680738.37,1247850.7,424.38
2680738.35,1247850.9,423.85
2680738.3,1247851.17,423.07
2680738.15,1247851.98,420.9
2680737.58,1247855.1,412.33
2680738.29,1247850.52,423.47
2680738.23,1247850.83,422.63
2680737.56,1247854.57,412.36
2680738.23,1247850.15,422.98
2680738.06,1247851.04,420.55
2680737.53,1247854.03,412.33
2680738.18,1247849.66,422.75
2680738.08,1247850.13,421.49
2680738,1247850.66,420.02
2680737.94,1247851.01,419.09
2680737.5,1247853.47,412.33
2680738.1,1247849.22,422.35
2680738.01,1247849.8,420.76
2680737.9,1247850.4,419.1
2680737.72,1247851.42,416.28
2680737.56,1247852.29,413.9
2680737.46,1247852.86,412.33
2680738.08,1247848.68,422.39
2680737.96,1247849.37,420.51
2680737.43,1247852.33,412.35
2680738.06,1247848.07,422.48
2680737.99,1247848.42,421.48
2680737.54,1247850.93,414.55
2680737.39,1247851.73,412.36
2680738.03,1247847.53,422.54
2680737.95,1247847.98,421.29
2680737.85,1247848.45,419.99
2680737.56,1247850.1,415.42
2680737.37,1247851.2,412.38
2680737.98,1247847.06,422.28
2680737.91,1247847.43,421.24
2680737.33,1247850.63,412.4
2680737.89,1247846.84,421.47
2680737.83,1247847.21,420.45
2680737.78,1247847.46,419.76
2680737.46,1247849.23,414.84
2680737.3,1247850.14,412.32
2680737.26,1247849.56,412.3
2680737.23,1247848.98,412.32
2680737.19,1247848.41,412.34
2680737.12,1247847.32,412.3
2680739.1,1247856.29,428.84
2680739.12,1247855.2,423.3
2680739,1247855.97,421.2
2680738.89,1247856.55,419.64
2680739.25,1247853.74,425.63
2680739.08,1247854.66,423.08
2680738.96,1247855.35,421.26
2680739.14,1247853.62,424.54
2680739.05,1247854.15,423.09
2680738.96,1247854.68,421.64
2680739.12,1247853.03,424.64
2680739.03,1247853.55,423.23
2680738.92,1247854.16,421.55
2680739.03,1247852.85,423.75
2680738.93,1247853.41,422.18
2680738.83,1247853.98,420.66
2680738.78,1247854.27,419.87
2680739.06,1247851.86,424.79
2680738.93,1247852.58,422.84
2680738.72,1247853.79,419.52
2680738.65,1247854.2,418.41
2680739.02,1247851.34,424.67
2680738.89,1247852.05,422.74
2680738.83,1247852.39,421.82
2680738.71,1247853.09,419.89
2680738.47,1247854.43,416.21
2680738.22,1247855.84,412.39
2680738.97,1247850.9,424.38
2680738.87,1247851.47,422.83
2680738.78,1247851.93,421.54
2680738.18,1247855.3,412.35
2680738.87,1247850.67,423.48
2680738.81,1247850.98,422.65
2680738.77,1247851.29,421.81
2680738.35,1247853.59,415.51
2680738.15,1247854.74,412.34
2680738.79,1247850.4,422.71
2680738.76,1247850.57,422.24
2680738.62,1247851.28,420.28
2680738.12,1247854.17,412.32
2680738.76,1247849.89,422.66
2680738.53,1247851.17,419.13
2680738.08,1247853.64,412.38
2680738.69,1247849.52,422.18
2680738.6,1247850.07,420.68
2680738.33,1247851.56,416.58
2680738.2,1247852.28,414.6
2680738.05,1247853.08,412.38
2680738.69,1247848.78,422.69
2680738.58,1247849.43,420.87
2680738.27,1247851.13,416.21
2680738.22,1247851.4,415.48
2680738.02,1247852.51,412.41
2680738.66,1247848.18,422.66
2680738.55,1247848.78,421.04
2680737.98,1247851.91,412.37
2680738.6,1247847.82,422.24
2680737.95,1247851.4,412.36
2680738.55,1247847.33,421.98
2680738.49,1247847.61,421.19
2680738.4,1247848.12,419.78
2680737.92,1247850.8,412.38
2680738.48,1247846.98,421.53
2680738.44,1247847.24,420.81
2680738.29,1247848.07,418.5
2680738.06,1247849.27,415.17
2680737.89,1247850.28,412.38
2680738.41,1247846.65,420.85
2680738.18,1247847.9,417.44
2680738.14,1247848.15,416.74
2680737.98,1247848.99,414.39
2680737.85,1247849.72,412.38
2680737.94,1247848.51,414.27
2680737.81,1247849.21,412.34
2680737.78,1247848.63,412.31
2680737.75,1247848.06,412.33
2680737.71,1247847.51,412.31
2680739.7,1247856.37,429.02
2680739.65,1247856.64,428.31
2680739.67,1247855.79,429.1
2680739.62,1247856.06,428.39
2680739.55,1247856.47,427.29
2680739.51,1247856.02,427.11
2680739.46,1247856.34,426.23
2680739.41,1247856.58,425.58
2680739.5,1247855.31,427.51
2680739.28,1247856.6,424.04
2680739.26,1247855.97,424.18
2680739.17,1247856.43,422.93
2680739.1,1247855.99,422.55
2680739.05,1247856.33,421.63
2680739.1,1247851.9,418.99
2680738.68,1247854.34,412.32
2680739.31,1247850.04,422.58
2680739.21,1247850.63,420.98
2680738.94,1247852.13,416.85
2680738.85,1247852.59,415.57
2680738.65,1247853.77,412.35
2680739.25,1247849.63,422.17
2680739.14,1247850.25,420.48
2680738.83,1247851.93,415.84
2680738.62,1247853.18,412.38
2680739.25,1247848.99,422.53
2680739.14,1247849.58,420.9
2680738.58,1247852.65,412.4
2680739.26,1247848.2,423.2
2680739.15,1247848.8,421.54
2680738.79,1247850.78,416.07
2680738.55,1247852.12,412.39
2680739.17,1247847.91,422.4
2680739.08,1247848.37,421.19
2680738.52,1247851.55,412.38
2680739.15,1247847.23,422.68
2680739.1,1247847.45,422.07
2680739.03,1247847.9,420.82
2680739.12,1247846.74,422.6
2680739.06,1247847.04,421.78
2680739,1247847.37,420.87
2680738.96,1247847.61,420.19
2680738.78,1247848.62,417.4
2680738.45,1247850.45,412.32
2680738.81,1247847.59,418.61
2680738.74,1247848.03,417.39
2680738.68,1247848.38,416.42
2680738.53,1247849.2,414.15
2680738.41,1247849.86,412.33
2680738.64,1247847.88,416.37
2680738.53,1247848.53,414.56
2680738.37,1247849.32,412.35
2680738.35,1247848.78,412.31
2680738.31,1247848.26,412.3
2680738.28,1247847.66,412.3
2680738.25,1247847.09,412.31
2680740.14,1247856.49,427.63
2680740.02,1247856.42,426.28
2680740.12,1247855.09,428.42
2680739.89,1247856.42,424.8
2680740.06,1247854.75,427.94
2680739.87,1247855.76,425.19
2680739.73,1247856.64,422.82
2680739.87,1247855.11,425.46
2680739.78,1247855.63,424.05
2680739.74,1247855.83,423.51
2680739.68,1247856.16,422.59
2680739.8,1247854.73,424.97
2680739.75,1247855.04,424.14
2680739.72,1247855.17,423.74
2680739.7,1247854.53,423.91
2680739.55,1247855.4,421.56
2680739.62,1247854.24,423.27
2680739.51,1247854.9,421.48
2680739.27,1247856.28,417.74
2680739.73,1247852.82,425.51
2680739.67,1247853.2,424.48
2680739.56,1247853.76,422.95
2680739.66,1247852.53,424.9
2680739.62,1247852.78,424.21
2680739.51,1247853.4,422.54
2680739.48,1247853.55,422.11
2680739.58,1247852.28,424.09
2680739.44,1247853.05,421.99
2680739.25,1247854.13,419.03
2680739.12,1247854.88,416.99
2680739.54,1247851.8,423.98
2680739.49,1247852.11,423.13
2680739.39,1247852.65,421.67
2680739.04,1247854.64,416.21
2680738.79,1247856.04,412.39
2680739.44,1247851.58,422.93
2680739.33,1247852.1,421.52
2680739,1247854.07,416.14
2680738.75,1247855.45,412.36
2680739.47,1247850.66,423.9
2680739.39,1247851.08,422.78
2680738.71,1247854.9,412.33
2680739.45,1247850.05,424.1
2680739.33,1247850.64,422.48
2680739.24,1247847.04,420.41
2680739.12,1247847.71,418.56
2680739.02,1247848.25,417.04
2680738.93,1247848.77,415.62
2680738.81,1247849.39,413.88
2680738.72,1247849.95,412.35
2680739.08,1247847.21,418.44
2680739.01,1247847.6,417.36
2680738.91,1247848.17,415.75
2680738.69,1247849.4,412.35
2680738.65,1247848.84,412.36
2680740.52,1247856.17,428.76
2680740.4,1247856.1,427.4
2680740.33,1247856.46,426.41
2680740.2,1247856.48,424.93
2680740.39,1247854.62,428.37
2680740.31,1247855.05,427.22
2680740.14,1247856.08,424.43
2680740.29,1247854.5,427.32
2680740.18,1247855.13,425.6
2680740.06,1247855.75,423.91
2680739.97,1247856.32,422.4
2680740.12,1247854.65,425.36
2680740.03,1247855.25,423.77
2680739.95,1247855.73,422.47
2680740.08,1247854.23,425.09
2680740.01,1247854.66,423.9
2680740.03,1247853.78,424.75
2680739.99,1247853.97,424.22
2680739.81,1247854.92,421.61
2680739.7,1247855.64,419.68
2680739.98,1247853.3,424.53
2680739.92,1247853.64,423.61
2680739.77,1247854.5,421.27
2680739.98,1247852.56,425.02
2680739.93,1247852.83,424.3
2680739.83,1247853.36,422.85
2680739.75,1247853.86,421.5
2680739.87,1247852.4,423.91
2680739.76,1247853.04,422.17
2680739.12,1247856.64,412.33
2680739.98,1247851.06,426.09
2680739.81,1247851.97,423.6
2680739.69,1247852.7,421.62
2680739.93,1247850.65,425.81
2680739.85,1247851.13,424.48
2680739.79,1247850.73,424.09
2680739.71,1247851.15,422.91
2680739.02,1247855.02,412.34
2680739.75,1247850.18,423.98
2680739.66,1247850.64,422.75
2680739.53,1247851.41,420.62
2680739.41,1247852.06,418.86
2680739.2,1247853.24,415.63
2680738.98,1247854.45,412.3
2680739.73,1247849.52,424.22
2680739.69,1247849.7,423.72
2680739.62,1247850.12,422.57
2680739.52,1247850.65,421.12
2680739.44,1247851.12,419.83
2680739.56,1247849.71,422.28
2680739.51,1247850.06,421.32
2680739.48,1247850.23,420.86
2680739.24,1247851.56,417.19
2680738.92,1247853.31,412.38
2680739.47,1247849.43,421.37
2680739.15,1247851.22,416.47
2680738.89,1247852.71,412.38
2680739.47,1247848.77,421.79
2680739.1,1247850.78,416.24
2680738.85,1247852.17,412.37
2680739.51,1247847.83,422.88
2680739.05,1247850.35,415.92
2680738.81,1247851.62,412.41
2680739.47,1247847.35,422.76
2680739.42,1247847.6,422.09
2680739.35,1247847.93,421.15
2680739.12,1247849.23,417.59
2680738.97,1247850.1,415.17
2680738.79,1247851.11,412.38
2680739.37,1247847.13,421.74
2680739.29,1247847.57,420.54
2680739.21,1247847.99,419.35
2680738.9,1247849.67,414.68
2680738.75,1247850.52,412.35
2680739.54,1247847.84,417.38
