"X","Y","Z"
2680733.87,1247865.47,418.59
2680733.81,1247865.09,417.51
2680733.76,1247864.84,416.76
2680733.91,1247865.07,418.99
2680733.85,1247864.73,418.02
2680733.91,1247864.36,418.61
2680734.33,1247866.13,416.94
2680734.48,1247866.3,419.03
2680734.44,1247866.09,418.42
2680734.35,1247865.59,416.97
2680734.47,1247865.63,418.62
2680734.39,1247865.17,417.32
2680734.49,1247865.12,418.65
2680734.45,1247864.86,417.89
2680734.37,1247864.4,416.55
2680734.53,1247864.65,418.88
2680734.49,1247864.46,418.3
2680734.74,1247865.64,416.84
2680734.87,1247865.77,418.78
2680734.81,1247865.5,417.98
2680734.77,1247865.16,417.03
2680734.83,1247864.92,417.94
2680734.77,1247864.5,416.69
2680734.87,1247864.48,418.18
2680734.87,1247865.98,416.89
2680735,1247866.01,418.67
2680734.95,1247865.74,417.88
2680734.89,1247865.38,416.85
2680735.04,1247865.57,418.98
2680735,1247865.35,418.35
2680734.91,1247864.81,416.78
2680735.02,1247864.79,418.26
2680735.21,1247866.04,417.84
2680735.12,1247865.62,416.63
2680735.27,1247865.8,418.65
2680735.15,1247865.12,416.69
2680735.27,1247865.08,418.2
2680735.19,1247864.61,416.86
2680735.65,1247865.72,414.71
2680735.9,1247866.45,418.51
2680735.83,1247866.03,417.28
2680735.68,1247865.2,414.87
2680735.85,1247865.55,417.36
2680735.79,1247865.18,416.32
2680735.72,1247864.8,415.17
2680735.93,1247865.35,418.33
2680735.83,1247864.77,416.68
2680735.96,1247864.88,418.47
2680735.87,1247864.43,417.21
2680736.14,1247865.7,417.71
2680735.98,1247864.8,415.07
2680736.2,1247865.39,418.41
2680736.04,1247864.49,415.79
2680736.22,1247864.87,418.44
2680735.98,1247866.14,415.78
2680735.91,1247865.7,414.53
2680735.92,1247865.14,414.51
2680736.27,1247866.33,417.05
2680736.1,1247865.38,414.3
2680736.33,1247865.99,417.76
2680736.2,1247865.18,415.45
2680736.12,1247864.78,414.24
2680736.37,1247865.57,418.12
2680736.33,1247865.36,417.52
2680736.27,1247864.96,416.37
2680736.23,1247864.73,415.71
2680736.62,1247866.23,416.18
2680736.54,1247865.75,414.77
2680736.72,1247866.15,417.5
2680736.6,1247865.51,415.65
2680736.66,1247864.48,415.79
2680737.26,1247864.85,416.23
2680737.29,1247864.4,416.42
2680737.42,1247864.87,416.24
2680738.69,1247864.4,421.04
2680738.99,1247864.4,418.8
2680739.44,1247864.66,416.84
2680739.62,1247864.41,419.14
2680739.85,1247864.52,422.56
2680739.98,1247864.47,416.93
2680740.08,1247864.33,418.15
2680740.42,1247864.41,422.91
2680740.27,1247864.5,414.85
2680740.42,1247864.7,417.01
2680740.8,1247864.88,422.32
2680740.87,1247864.73,423.38
2680740.81,1247864.34,422.24
2680740.95,1247864.49,424.21
2680740.56,1247864.52,414.87
2680740.71,1247864.76,417.05
2680740.76,1247864.39,417.55
2680741.03,1247865.25,421.6
2680741.08,1247864.85,422.1
2680741.17,1247864.78,423.39
2680741.12,1247864.49,422.56
2680741.22,1247864.38,423.87
2680741.5,1247864.87,421.32
2680741.62,1247864.84,422.87
2680741.65,1247864.35,423.05
2680741.22,1247865.11,417.49
2680741.08,1247864.38,415.4
2680741.23,1247864.57,417.43
2680741.54,1247865.66,422.14
2680741.5,1247865.41,421.44
2680741.35,1247864.61,419.11
2680741.33,1247864.62,413.78
2680741.41,1247864.39,414.8
2680741.58,1247864.81,417.45
2680741.89,1247865.15,421.61
2680741.92,1247864.7,421.87
2680742.01,1247864.6,423.01
2680741.99,1247865.53,416.06
2680741.83,1247864.73,413.74
2680742.01,1247865.06,416.23
2680741.9,1247864.45,414.46
2680742.12,1247864.99,417.62
2680742.01,1247864.38,415.87
2680742.33,1247865.51,420.82
2680742.21,1247864.81,418.79
2680742.16,1247864.55,418.05
2680742.4,1247865.28,421.62
2680742.24,1247864.36,418.95
2680742.4,1247864.62,421.36
2680742.37,1247865.66,415.21
2680742.27,1247865.11,413.6
2680742.41,1247865.28,415.69
2680742.31,1247864.75,414.15
2680742.45,1247864.85,416
2680742.35,1247864.35,414.57
2680742.55,1247864.83,417.43
2680742.49,1247864.48,416.4
2680742.79,1247865.49,420.86
2680742.6,1247864.43,417.85
2680742.89,1247865.41,422.24
2680742.83,1247865.07,421.24
2680742.71,1247864.4,419.32
2680742.93,1247864.98,422.66
2680742.89,1247864.73,421.93
2680742.75,1247865.79,415.19
2680742.85,1247865.67,416.48
2680742.79,1247865.36,415.55
2680742.71,1247864.92,414.31
2680742.83,1247864.93,415.9
2680743.18,1247865.64,421.05
2680743.03,1247864.79,418.59
2680743.25,1247865.4,421.87
2680743.19,1247865.04,420.81
2680743.26,1247864.81,421.69
2680743.35,1247864.66,422.86
2680743.06,1247865.47,415.44
2680743.1,1247865.02,415.85
2680743.25,1247865.16,417.85
2680743.12,1247864.46,415.8
2680743.27,1247864.62,417.82
2680743.56,1247864.98,422.01
2680743.5,1247864.64,421.02
2680743.62,1247864.74,422.75
2680744.02,1247864.55,418.83
2680743.78,1247864.53,415.54
2680745.97,1247864.57,421.42
2680730.44,1247864.34,415.79
2680730.47,1247864.89,415.55
2680730.56,1247866.46,414.92
2680730.81,1247865.02,417.47
2680730.85,1247865.4,417.1
2680730.99,1247864.66,415.72
2680730.93,1247865.77,416.51
2680731.05,1247865.1,415.25
2680731.37,1247865.35,412.3
2680732.23,1247864.62,417.32
2680732.25,1247865.92,417.41
2680732.37,1247865.29,416.19
2680732.51,1247865.24,414.91
2680731.52,1247864.93,417.68
2680731.6,1247864.51,416.87
2680731.62,1247865,416.69
2680731.7,1247865.35,416.16
2680731.8,1247864.8,415.11
2680733.23,1247864.96,418.48
2680733.41,1247865.4,416.91
2680733.49,1247866.28,416.28
2680737.46,1247864.47,421.22
2680739.33,1247864.37,417.05
2680739.37,1247864.87,416.87
2680738.06,1247864.38,420.34
2680739.93,1247864.35,417.23
2680740.05,1247864.4,416.21
2680740.17,1247864.43,415.12
2680739.85,1247864.62,422.59
2680740.4,1247864.45,417.61
2680740.46,1247864.74,417.04
2680740.68,1247864.38,415.1
2680740.66,1247865.13,415.31
2680740.81,1247864.39,413.9
2680741,1247864.63,417.48
2680741.18,1247864.36,415.8
2680741.26,1247864.62,415.11
2680741.15,1247864.56,423.76
2680741.18,1247865.02,423.51
2680741.33,1247864.92,422.09
2680741.42,1247865.16,421.36
2680741.66,1247864.64,419.16
2680741.81,1247864.51,417.71
2680741.85,1247865.02,417.51
2680742.05,1247864.61,415.65
2680742.17,1247864.66,414.55
2680742.26,1247864.9,413.78
2680741.72,1247864.78,423.21
2680741.71,1247865.47,423.35
2680741.85,1247864.76,422.01
2680741.87,1247865.27,421.79
2680742.19,1247864.33,418.86
2680742.29,1247864.46,417.96
2680742.31,1247865.04,417.89
2680742.48,1247864.88,416.37
2680742.55,1247864.52,415.71
2680742.55,1247865.23,415.79
2680742.58,1247865.65,415.42
2680742.25,1247864.65,423.1
2680742.4,1247864.53,421.74
2680742.39,1247865.27,421.97
2680742.43,1247865.04,421.54
2680742.49,1247865.39,421.09
2680742.52,1247865.95,420.86
2680742.78,1247864.61,418.34
2680743.05,1247864.57,415.9
2680743.05,1247865.26,415.97
2680743.21,1247864.47,414.47
2680743.03,1247864.4,422.37
2680743.04,1247865.04,422.29
2680743.08,1247864.81,421.86
2680743.1,1247864.66,421.6
2680743.1,1247865.4,421.78
2680743.19,1247864.93,420.92
2680743.15,1247865.82,421.42
2680743.53,1247864.57,417.81
2680743.78,1247864.6,415.62
2680744.19,1247867.86,412.3
2680743.85,1247865.17,422
2680744.76,1247864.62,424.3
2680744.17,1247864.43,423.49
2680746.75,1247867.85,412.3
2680749.22,1247866.4,412.3
2680749.23,1247867.63,412.3
2680749.83,1247865.42,412.3
2680749.85,1247866.65,412.3
2680750.48,1247867.64,412.3
2680750.48,1247866.99,412.3
2680751.1,1247865.4,412.31
2680751.12,1247866.68,412.32
2680751.12,1247867.31,412.32
2680751.14,1247867.89,412.3
2680751.51,1247866.09,412.31
2680751.51,1247866.77,412.3
2680751.52,1247867.41,412.3
2680751.53,1247868.05,412.31
2680752.92,1247867.92,412.33
2680752.16,1247865.78,412.31
2680752.17,1247866.4,412.31
2680752.89,1247864.8,412.31
2680752.9,1247866.65,412.32
2680752.91,1247867.29,412.3
2680753.47,1247864.58,412.31
2680753.47,1247865.17,412.31
2680753.48,1247865.79,412.3
2680753.49,1247867.71,412.32
2680753.8,1247864.71,412.32
2680753.81,1247865.97,412.32
2680753.83,1247867.85,412.3
2680754.56,1247864.93,412.35
2680754.56,1247865.54,412.32
2680754.58,1247866.76,412.3
2680754.58,1247867.4,412.32
2680754.6,1247868.07,412.31
2680754.35,1247857.37,418.48
2680754.12,1247857.23,418.93
2680754.19,1247857.99,417.56
2680754.08,1247857.52,416.91
2680754,1247858.39,417.71
2680753.5,1247856.99,418.77
2680753.79,1247860.58,412.3
2680753.44,1247857.18,419.52
2680753.39,1247857.6,419.95
2680752.87,1247856.7,419.15
2680752.95,1247857.68,417.37
2680752.56,1247856.91,416.17
2680752.31,1247856.76,419.82
2680751.85,1247859.6,417.82
2680751.56,1247858.08,422.81
2680751.8,1247858.87,419.13
2680751.46,1247857.02,418.85
2680751.41,1247857.45,419.2
2680751.44,1247857.75,418.66
2680751.51,1247858.63,417.08
2680751.35,1247857.73,419.77
2680751.39,1247858.13,419.06
2680751.44,1247858.72,417.98
2680751.31,1247858.26,419.94
2680751.4,1247859.26,418.14
2680751.28,1247858.76,420.2
2680751.35,1247859.57,418.73
2680751.14,1247858.05,422.68
2680751.1,1247858.65,422.66
2680750.89,1247856.96,426.91
2680750.93,1247857.45,426.03
2680750.85,1247857.32,427.31
2680751.25,1247857.05,418.85
2680751.21,1247857.55,419.07
2680751.28,1247858.38,417.58
2680751.15,1247857.82,419.76
2680751.18,1247858.17,419.11
2680751.24,1247858.83,417.95
2680751.08,1247857.85,420.83
2680751.12,1247858.38,419.87
2680751.18,1247859.15,418.5
2680751.21,1247859.53,417.81
2680751.02,1247858.09,421.47
2680751.15,1247859.65,418.67
2680750.9,1247857.59,423.47
2680750.94,1247858.09,422.58
2680750.91,1247858.71,422.64
2680750.68,1247856.96,426.96
2680750.72,1247857.43,426.11
2680750.83,1247858.87,423.54
2680750.64,1247857.4,427.21
2680750.7,1247857.65,419.6
2680750.76,1247858.43,418.19
2680750.6,1247857.53,420.94
2680750.64,1247857.92,420.22
2680750.49,1247857.05,422.96
2680750.43,1247857.29,423.64
2680750.41,1247858.02,423.4
2680750.35,1247858.38,423.89
2680750.4,1247858.85,423.04
2680750.17,1247856.99,427.52
2680750.21,1247857.45,426.69
2680750.25,1247858.01,425.7
2680750.33,1247859.06,423.81
2680750.15,1247857.86,427.15
2680750.12,1247858.39,427.28
2680750.22,1247859.65,425.02
2680749.64,1247857.39,428.63
2680749.67,1247857.79,427.92
2680749.72,1247858.4,426.81
2680749.75,1247859.77,425.57
2680750.25,1247858,419.66
2680750.12,1247857.51,421.7
2680750.23,1247858.71,419.55
2680750.02,1247857.18,423.4
2680749.97,1247857.51,423.98
2680749.75,1247856.74,427.53
2680749.81,1247857.52,426.14
2680749.85,1247857.95,425.37
2680749.91,1247858.77,423.89
2680749.71,1247857.24,427.75
2680749.81,1247858.4,425.67
2680749.29,1247857.14,427.8
2680749.37,1247858.2,425.91
2680749.42,1247858.74,424.95
2680749.49,1247859.58,423.43
2680749.25,1247857.55,428.12
2680749.35,1247858.77,425.95
2680749.37,1247859.03,425.46
2680749.21,1247857.98,428.48
2680749.31,1247859.32,426.07
2680749.35,1247859.71,425.37
2680749.49,1247862.49,421.58
2680749.51,1247862.75,421.11
2680749.87,1247857.27,419.63
2680749.92,1247857.92,418.43
2680749.8,1247857.42,420.47
2680749.83,1247857.84,419.73
2680749.71,1247857.3,421.79
2680749.64,1247857.4,422.81
2680749.42,1247856.68,426.36
2680749.46,1247857.25,425.34
2680749.54,1247858.16,423.69
2680749.35,1247856.9,427.1
2680749.37,1247857.21,426.56
2680749.43,1247857.89,425.35
2680749.5,1247858.72,423.87
2680749.25,1247862.73,421.32
2680749.5,1247857.09,421.28
2680749.56,1247857.84,419.94
2680749.44,1247857.33,421.98
2680749.31,1247856.65,424.25
2680749.39,1247857.56,422.63
2680749.33,1247857.87,423.21
2680749.17,1247856.8,426.26
2680749.21,1247857.39,425.19
2680749.08,1247857,427.12
2680749.12,1247857.37,426.46
2680749.16,1247857.79,425.7
2680749.23,1247858.72,424.04
2680749.08,1247857.74,426.85
2680749.16,1247858.7,425.12
2680748.97,1247857.42,428.61
2680749.04,1247858.3,427.05
2680749.12,1247859.31,425.24
2680749,1247858.7,427.36
2680749.08,1247859.66,425.65
2680748.62,1247859.63,425.35
2680748.67,1247860.36,424.04
2680748.66,1247861.26,423.65
2680748.78,1247862.66,421.12
2680748.62,1247861.67,423.94
2680748.73,1247863.04,421.51
2680748.56,1247861.87,424.72
2680749.06,1247857.33,420.47
2680749.14,1247858.3,418.72
2680748.56,1247857.11,422.77
2680748.48,1247856.95,424.2
2680748.44,1247857.48,424.41
2680748.33,1247857.28,425.88
2680748.96,1247857.01,422.17
2680748.92,1247857.48,422.46
2680748.85,1247857.65,423.27
2680748.72,1247856.91,425.66
2680748.66,1247857.17,426.31
2680748.74,1247858.16,424.54
2680748.6,1247857.55,426.79
2680748.64,1247857.99,426
2680748.68,1247858.49,425.1
2680748.56,1247858.02,427.17
2680748.64,1247858.96,425.48
2680748.52,1247858.41,427.5
2680748.58,1247859.3,425.92
2680748.35,1247863.42,421.68
2680748.19,1247862.3,424.76
2680748.62,1247856.75,422.29
2680748.1,1247856.79,422.88
2680748.04,1247856.95,423.82
2680747.97,1247857.15,424.6
2680747.87,1247857,425.98
2680748.02,1247858.73,422.88
2680747.77,1247857.56,427.25
2680747.83,1247858.33,425.87
2680747.73,1247858,427.51
2680747.67,1247858.23,428.22
2680747.72,1247858.86,427.08
2680748.29,1247857.53,426.47
2680748.31,1247857.98,425.67
2680748.28,1247858.38,426.08
2680748.26,1247859.15,425.84
2680748.29,1247859.58,425.08
2680748.35,1247860.4,423.6
2680748.5,1247862.09,420.61
2680748.21,1247859.63,426.19
2680748.33,1247861.17,423.43
2680748.3,1247861.59,423.74
2680748.41,1247863.03,421.18
2680748.22,1247861.75,424.67
2680747.47,1247857.4,426.38
2680747.37,1247857.17,427.9
2680747.42,1247857.74,426.91
2680747.47,1247858.39,425.75
2680747.3,1247857.23,428.96
2680747.35,1247857.9,427.75
2680747.37,1247858.26,427.12
2680747.46,1247859.15,425.52
2680747.25,1247857.61,429.39
2680747.31,1247858.35,428.07
2680747.37,1247859.08,426.77
2680747.39,1247859.35,426.29
2680747.44,1247859.9,425.3
2680747.25,1247858.56,428.73
2680747.35,1247859.71,426.68
2680747.45,1247860.97,424.43
2680747.4,1247861.32,424.95
2680747.46,1247862.11,423.54
2680747.33,1247861.49,425.79
2680747.37,1247861.95,424.96
2680747.31,1247862.39,425.37
2680747.26,1247862.52,426.19
2680747.87,1247860.78,423.66
2680747.62,1247858.7,428.52
2680747.83,1247861.25,423.98
2680747.77,1247861.58,424.6
2680747.81,1247862.21,423.48
2680747.9,1247863.16,421.76
2680747.71,1247861.74,425.36
2680747.74,1247862.11,424.69
2680747.85,1247857.28,421.02
2680747.6,1247857,424.77
2680747.02,1247861.62,425.15
2680747.1,1247862.61,423.4
2680747.2,1247863.89,421.1
2680746.98,1247862.18,425.28
2680746.92,1247862.41,426
2680746.87,1247862.82,426.48
2680746.98,1247857.37,428.31
2680747.02,1247857.83,427.49
2680747.05,1247858.15,426.9
2680747.1,1247858.73,425.87
2680746.9,1247857.37,429.44
2680746.94,1247857.84,428.6
2680747.02,1247858.77,426.93
2680746.91,1247858.48,428.59
2680746.99,1247859.4,426.92
2680747.05,1247860.17,425.56
2680747.1,1247860.85,424.36
2680747.03,1247860.87,425.43
2680747.06,1247861.22,424.81
2680747.08,1247861.41,424.46
2680746.99,1247857.55,424.29
2680747.06,1247858.41,422.73
2680746.96,1247858.21,424.23
2680746.78,1247856.91,427.59
2680746.81,1247857.41,426.7
2680746.74,1247857.33,427.96
2680746.77,1247857.77,427.17
2680746.83,1247858.57,425.75
2680746.67,1247857.43,428.92
2680746.7,1247857.85,428.19
2680746.81,1247859.31,425.59
2680746.66,1247858.37,428.46
2680746.72,1247859.18,427
2680746.81,1247860.33,424.97
2680746.62,1247858.8,428.75
2680746.69,1247859.7,427.14
2680746.75,1247860.41,425.86
2680746.81,1247861.24,424.41
2680746.79,1247861.95,424.34
2680746.83,1247862.53,423.29
2680746.95,1247863.86,420.93
2680747.37,1247857.28,422.88
2680747.41,1247858.66,421.44
2680747.17,1247856.75,426.03
2680747.1,1247856.79,427
2680747.15,1247857.38,425.95
2680747.23,1247858.32,424.27
2680747.01,1247856.74,428.3
2680747.05,1247857.18,427.5
2680747.08,1247857.59,426.77
2680746.95,1247856.91,429.11
2680747.17,1247856.86,422.11
2680747.17,1247857.84,421.49
2680747.08,1247857.75,422.78
2680746,1247862.02,427.27
2680746.04,1247862.57,426.3
2680746.06,1247862.95,425.61
2680746,1247863.07,426.53
2680746.67,1247861.46,426.27
2680746.73,1247862.16,425.01
2680746.62,1247861.89,426.61
2680746.67,1247862.4,425.69
2680746.64,1247862.89,425.89
2680746.58,1247863.26,426.42
2680746.19,1247856.65,427.91
2680746.22,1247857.06,427.17
2680746.53,1247860.76,420.56
2680746.12,1247856.95,428.48
2680746.17,1247857.36,427.76
2680746.26,1247858.49,425.74
2680746.08,1247857.27,428.99
2680746.18,1247858.39,426.98
2680746.26,1247859.39,425.21
2680746.31,1247860.16,423.81
2680746.04,1247857.63,429.43
2680746.17,1247859.24,426.56
2680746.23,1247859.91,425.34
2680746.25,1247860.23,424.8
2680746.16,1247860.17,426.04
2680746.2,1247860.64,425.23
2680746.25,1247861.15,424.28
2680746.35,1247862.61,421.71
2680746.12,1247860.62,426.45
2680746.16,1247861.16,425.48
2680746.08,1247861.16,426.55
2680746.12,1247861.62,425.74
2680746.31,1247863.97,421.56
2680746.05,1247861.75,426.69
2680746.08,1247862.07,426.12
2680745.92,1247857.09,426.02
2680746.62,1247856.93,421.7
2680746.53,1247857.81,422.42
2680746.75,1247860.51,417.57
2680746.8,1247861.15,416.41
2680746.29,1247856.9,426.32
2680746.37,1247858.01,424.32
2680745.68,1247861.99,426.32
2680745.78,1247863.14,424.27
2680745.62,1247862.17,427.01
2680745.74,1247863.54,424.6
2680746.89,1247857.11,412.36
2680745.76,1247856.77,425.17
2680745.7,1247856.92,426
2680745.62,1247856.95,427.02
2680745.65,1247857.26,426.48
2680745.71,1247857.99,425.16
2680745.58,1247857.54,427.16
2680745.67,1247858.55,425.35
2680745.53,1247857.82,427.81
2680745.58,1247858.54,426.52
2680745.64,1247859.15,425.4
2680745.6,1247859.61,425.73
2680745.65,1247860.23,424.64
2680745.56,1247860.26,425.71
2680745.58,1247860.54,425.22
2680745.68,1247861.65,423.24
2680745.79,1247862.96,420.89
2680745.54,1247860.84,425.78
2680745.6,1247861.78,424.12
2680745.46,1247860.8,426.93
2680745.55,1247861.86,425.03
2680745.64,1247862.99,423.03
2680745.56,1247863.12,423.92
2680745.42,1247862.25,426.6
2680745.52,1247863.46,424.46
2680745.83,1247856.91,427.46
2680745.85,1247857.36,426.68
2680745.93,1247858.14,425.27
2680745.77,1247857.22,428.05
2680745.81,1247857.65,427.27
2680745.83,1247858.86,426.27
2680745.87,1247859.43,425.23
2680745.94,1247860.22,423.84
2680745.65,1247857.66,429.5
2680745.79,1247860.3,425.86
2680745.83,1247860.91,424.75
2680745.91,1247861.79,423.19
2680745.74,1247860.64,426.37
2680745.78,1247861.15,425.44
2680745.77,1247862.04,425.02
2680745.85,1247863.13,423.09
2680745.94,1247864.05,421.45
2680745.16,1247862.55,425.79
2680745.21,1247863.13,424.77
2680745.17,1247863.58,425.08
2680745.21,1247864.08,424.19
2680745.33,1247858.9,425.51
2680745.12,1247857.31,429.57
2680745.3,1247859.46,425.72
2680745.33,1247860.87,424.36
2680745.48,1247862.64,421.2
2680745.23,1247860.58,426
2680745.31,1247861.66,424.06
2680745.24,1247861.66,425.19
2680745.28,1247862.08,424.45
2680745.33,1247862.8,423.17
2680745.24,1247862.61,424.63
2680745.27,1247863.02,423.9
2680744.54,1247862.78,425.4
2680744.62,1247863.95,423.32
2680744.48,1247863.1,425.95
2680744.56,1247863.97,424.4
2680745.48,1247856.8,424.84
2680745.24,1247856.77,428.29
2680745.37,1247858.41,425.33
2680745.17,1247856.85,429.17
2680745.26,1247857.9,427.29
2680744.65,1247857.48,427.02
2680744.72,1247858.33,425.5
2680744.85,1247860.01,422.49
2680744.58,1247857.46,428.11
2680744.64,1247858.21,426.77
2680744.72,1247859.18,425.03
2680744.48,1247857.26,429.59
2680744.58,1247858.5,427.37
2680744.65,1247859.34,425.87
2680745.72,1247856.81,412.33
2680745.64,1247858.64,412.31
2680744.53,1247858.77,427.93
2680744.68,1247860.56,424.74
2680744.74,1247861.25,423.51
2680744.67,1247861.5,424.27
2680744.6,1247861.65,425.13
2680744.62,1247862.02,424.49
2680744.55,1247862,425.65
2680744.58,1247862.5,424.76
2680744.2,1247858.59,428.5
2680744.24,1247859.15,427.52
2680744.31,1247861.05,425.22
2680744.5,1247863.22,421.34
2680744.28,1247861.4,425.67
2680744.31,1247861.93,424.7
2680744.47,1247863.75,421.49
2680744.29,1247862.63,424.68
2680744.24,1247862.93,425.28
2680744.31,1247863.87,423.63
2680744.19,1247863.26,425.8
2680744.24,1247863.91,424.62
2680744.95,1247858.09,422.44
2680744.78,1247857.13,425.39
2680744.77,1247857.9,425.06
2680744.52,1247856.7,425.12
2680744.49,1247857.26,425.21
2680744.45,1247857.79,425.42
2680744.6,1247859.65,422.1
2680744.43,1247858.53,425.28
2680744.25,1247857.27,428.62
2680744.33,1247858.23,426.9
2680744.41,1247859.2,425.17
2680744.27,1247858.5,427.61
2680744.31,1247859.1,426.55
2680744.44,1247860.62,423.82
2680743.97,1247857.11,428.62
2680744.05,1247858.03,426.97
2680744.1,1247858.78,425.63
2680743.9,1247857.23,429.54
2680743.97,1247858.09,428.01
2680743.92,1247858.42,428.51
2680743.97,1247858.96,427.56
2680743.91,1247859.26,428.17
2680744.06,1247861.04,425
2680744.01,1247861.4,425.48
2680744.05,1247861.96,424.47
2680744.2,1247863.66,421.43
2680744,1247862.21,425.1
2680744.15,1247863.98,421.95
2680743.98,1247862.9,424.95
2680743.93,1247863.35,425.33
2680743.96,1247863.67,424.75
2680744,1247864.21,423.81
2680743.87,1247863.63,426.03
2680743.93,1247864.28,424.86
2680745.28,1247860,412.32
2680745.2,1247861.97,412.3
2680744.22,1247857.21,425.06
2680744.35,1247858.8,422.21
2680744.15,1247858.17,425.5
2680743.7,1247856.91,426.57
2680743.94,1247859.73,421.54
2680743.65,1247857.11,427.28
2680744.19,1247863.62,415.63
2680743.62,1247857.83,427.13
2680743.83,1247860.35,422.62
2680743.58,1247858.32,427.3
2680743.53,1247858.56,428.08
2680743.6,1247859.48,426.43
2680743.69,1247860.48,424.65
2680743.56,1247859.91,426.79
2680743.64,1247860.91,425.01
2680743.74,1247862.09,422.93
2680743.6,1247861.36,425.35
2680743.68,1247862.32,423.64
2680743.78,1247863.51,421.52
2680743.55,1247861.78,425.73
2680743.62,1247862.66,424.15
2680743.74,1247864.07,421.66
2680743.54,1247862.57,425.44
2680743.56,1247862.91,424.82
2680743.54,1247863.46,424.92
2680743.58,1247864.06,423.84
2680745.15,1247856.66,412.32
2680745.06,1247858.61,412.33
2680744.58,1247859.78,412.3
2680744.56,1247860.42,412.3
2680744.31,1247859.28,416.56
2680744,1247857.5,422.05
2680743.96,1247858.12,422.16
2680743.89,1247858.14,423.18
2680743.06,1247856.84,426.74
2680743.2,1247858.5,423.78
2680743.05,1247857.62,426.4
2680743.15,1247858.77,424.33
2680742.95,1247857.42,427.94
2680743,1247858.02,426.88
2680743.15,1247859.77,423.76
2680743.52,1247864.27,415.72
2680742.96,1247858.4,427.24
2680743.15,1247860.7,423.15
2680743.05,1247860.51,424.63
2680743.1,1247861.11,423.56
2680742.93,1247859.84,426.86
2680743.02,1247861.03,424.73
2680743.1,1247861.98,423.05
2680743.15,1247862.56,422.01
2680742.97,1247861.39,425.31
2680742.92,1247861.83,425.66
2680742.99,1247862.65,424.19
2680743.04,1247863.21,423.21
2680742.87,1247862.15,426.21
2680742.96,1247863.17,424.39
2680743.01,1247863.84,423.21
2680742.96,1247864.17,423.74
2680744.7,1247857.2,412.35
2680744.67,1247857.82,412.33
2680744.65,1247858.51,412.31
2680743.95,1247859.78,412.33
2680743.39,1247856.96,422
2680743.35,1247857.36,422.31
2680743.24,1247857.02,424.05
2680743.78,1247858.81,412.35
2680743.75,1247859.42,412.34
2680743.72,1247860.07,412.32
2680743.16,1247857.17,422.1
2680743.12,1247857.71,422.31
2680742.96,1247857.72,424.47
2680742.83,1247857.17,426.55
2680742.85,1247857.35,426.25
2680742.78,1247857.39,427.32
2680742.81,1247857.91,426.37
2680742.76,1247858.23,427
2680742.72,1247858.58,427.44
2680742.85,1247860.15,424.64
2680742.92,1247860.98,423.17
2680742.72,1247859.65,426.74
2680742.8,1247860.65,424.93
2680742.93,1247862.11,422.35
2680742.75,1247860.87,425.63
2680742.8,1247861.46,424.58
2680742.85,1247862.26,423.15
2680744.03,1247857.85,412.36
2680744.01,1247858.47,412.38
2680743.98,1247859.1,412.34
2680742.73,1247861.58,425.45
2680742.79,1247862.33,424.13
2680742.68,1247861.88,426
2680742.73,1247862.48,424.93
2680742.78,1247863.14,423.76
2680742.65,1247862.54,426.02
2680742.71,1247863.26,424.74
2680742.75,1247863.83,423.72
2680743.85,1247856.9,412.32
2680743.83,1247857.55,412.36
2680743.58,1247856.84,412.31
2680743.53,1247858.06,412.4
2680743.5,1247858.76,412.35
2680742.89,1247857.16,421.99
2680742.76,1247856.7,424.01
2680742.83,1247857.6,422.38
2680742.73,1247857.17,424.26
2680742.75,1247857.5,423.69
2680742.62,1247857.06,425.62
2680742.68,1247857.61,424.65
2680742.74,1247858.31,423.4
2680742.58,1247857.45,426.04
2680742.52,1247857.5,427.01
2680742.65,1247859.1,424.16
2680742.49,1247858.09,427.07
2680742.65,1247859.99,423.67
2680742.45,1247858.58,427.35
2680742.62,1247860.73,423.51
2680742.35,1247858.39,428.87
2680742.53,1247860.53,425.04
2680742.31,1247858.88,429.07
2680742.53,1247861.46,424.46
2680742.45,1247861.54,425.52
2680742.5,1247862.13,424.46
2680742.54,1247862.59,423.65
2680742.43,1247862.2,425.4
2680742.51,1247863.2,423.63
2680742.37,1247862.6,425.79
2680743.1,1247857.42,412.33
2680743.06,1247857.96,412.45
2680743.05,1247858.6,412.42
2680743.02,1247859.28,412.35
2680742.31,1247857.63,423.31
2680742.19,1247857.14,425.34
2680742.1,1247857.08,426.57
2680742.19,1247858.09,424.76
2680742.25,1247858.75,423.58
2680742.02,1247857.03,427.81
2680742.06,1247857.5,426.96
2680742.22,1247859.34,423.66
2680741.99,1247857.63,427.85
2680742.08,1247858.63,426.07
2680742.14,1247859.41,424.64
2680742.24,1247860.51,422.71
2680741.94,1247857.89,428.45
2680741.98,1247858.39,427.55
2680742.16,1247860.53,423.72
2680741.87,1247858.14,429.1
2680742.08,1247860.63,424.65
2680741.51,1247862.41,423.58
2680741.35,1247861.39,426.56
2680741.37,1247861.83,425.78
2680741.28,1247861.6,427.4
2680741.35,1247862.52,425.75
2680741.42,1247863.34,424.31
2680741.85,1247858.86,428.95
2680742.05,1247861.1,424.96
2680742.08,1247861.64,424.01
2680742.19,1247862.78,421.98
2680741.99,1247861.4,425.62
2680742.04,1247862.05,424.49
2680742.17,1247863.54,421.83
